code_ral,name_fr,rgba,hex
290 50 10,Gris minéral,"rgba(115,116,134,1)",#737486
290 50 15,Bleu ardoise,"rgba(113,115,140,1)",#71738C
290 50 20,Bleu ardoise,"rgba(110,113,150,1)",#6E7196
290 50 25,Bleu ardoise,"rgba(111,114,159,1)",#6F729F
290 50 30,Bleu guède,"rgba(108,113,166,1)",#6C71A6
290 50 35,Bleu barbeau,"rgba(103,112,174,1)",#6770AE
290 50 40,Bleu barbeau,"rgba(99,112,182,1)",#6370B6
290 60 10,Gris zinc,"rgba(140,141,161,1)",#8C8DA1
290 60 15,Bleu horizon,"rgba(140,141,168,1)",#8C8DA8
290 60 20,Bleu horizon,"rgba(135,139,177,1)",#878BB1
290 60 25,Cool gris,"rgba(136,140,186,1)",#888CBA
290 60 30,Cool gris,"rgba(133,139,194,1)",#858BC2
290 60 35,Cool gris,"rgba(126,137,200,1)",#7E89C8
290 70 10,Gris Ile de France,"rgba(169,170,189,1)",#A9AABD
290 70 15,Mauve,"rgba(166,168,197,1)",#A6A8C5
290 70 20,Mauve,"rgba(163,167,204,1)",#A3A7CC
290 70 25,Mauve,"rgba(161,166,214,1)",#A1A6D6
290 80 10,Gris télescope,"rgba(195,196,214,1)",#C3C4D6
290 80 15,Bleu fumée,"rgba(195,196,221,1)",#C3C4DD
290 90 05,Gris platine,"rgba(226,227,233,1)",#E2E3E9
290 92 05,Mauve poudré,"rgba(229,230,236,1)",#E5E6EC
300 20 05,Gris anthracite,"rgba(49,47,54,1)",#312F36
300 20 10,Gris anthracite,"rgba(47,43,58,1)",#2F2B3A
300 20 15,Bleu violet,"rgba(47,42,65,1)",#2F2A41
300 20 20,Bleu violet,"rgba(46,40,72,1)",#2E2848
300 20 25,Bleu violet,"rgba(44,40,76,1)",#2C284C
300 20 30,Bleu nocturne,"rgba(42,39,86,1)",#2A2756
300 30 05,Gris ardoise,"rgba(70,68,76,1)",#46444C
300 30 10,Gris ardoise,"rgba(71,67,84,1)",#474354
300 30 15,Gris ardoise,"rgba(70,65,89,1)",#464159
300 30 20,Violet anglais,"rgba(70,63,96,1)",#463F60
300 30 25,Violet anglais,"rgba(70,63,103,1)",#463F67
300 30 30,Indépendance,"rgba(69,62,110,1)",#453E6E
300 30 35,Violet brulé,"rgba(68,62,117,1)",#443E75
300 30 40,Violet brulé,"rgba(65,60,123,1)",#413C7B
300 40 05,Gris,"rgba(95,93,100,1)",#5F5D64
300 40 10,Gris ardoise,"rgba(94,90,106,1)",#5E5A6A
300 40 15,Gris ardoise,"rgba(94,88,113,1)",#5E5871
300 40 20,Gris ardoise,"rgba(95,87,121,1)",#5F5779
300 40 25,Ultra Violet,"rgba(95,86,128,1)",#5F5680
300 40 30,Ultra Violet,"rgba(94,85,135,1)",#5E5587
300 40 35,Ultra Violet,"rgba(94,84,141,1)",#5E548D
300 40 40,Ultra Violet,"rgba(90,82,147,1)",#5A5293
300 40 45,Ultra Violet,"rgba(89,82,156,1)",#59529C
300 50 05,Élysée,"rgba(119,117,125,1)",#77757D
300 50 10,Élysée,"rgba(120,115,132,1)",#787384
300 50 15,Bleu ardoise,"rgba(120,114,140,1)",#78728C
300 50 20,Bleu ardoise,"rgba(120,112,147,1)",#787093
300 50 25,Violet nacré,"rgba(119,111,154,1)",#776F9A
300 50 30,Violet nacré,"rgba(119,110,162,1)",#776EA2
300 50 35,Violet nacré,"rgba(120,109,170,1)",#786DAA
300 50 40,Violet nacré,"rgba(118,108,176,1)",#766CB0
300 60 05,Gris zinc,"rgba(145,144,152,1)",#919098
300 60 10,Gris zinc,"rgba(146,141,159,1)",#928D9F
300 60 15,Bleu horizon,"rgba(146,139,166,1)",#928BA6
300 60 20,Mauve,"rgba(146,138,174,1)",#928AAE
300 60 25,Mauve,"rgba(145,136,181,1)",#9188B5
300 60 30,Cool gris,"rgba(145,135,189,1)",#9187BD
300 60 35,Cool gris,"rgba(144,133,196,1)",#9085C4
300 70 05,Gris acier,"rgba(172,170,179,1)",#ACAAB3
300 70 10,Gris lyre,"rgba(173,167,185,1)",#ADA7B9
300 70 15,Gris lyre,"rgba(173,166,194,1)",#ADA6C2
300 70 20,Mauve,"rgba(174,166,201,1)",#AEA6C9
300 70 25,Mauve,"rgba(173,163,209,1)",#ADA3D1
300 80 05,Pinchard,"rgba(200,198,206,1)",#C8C6CE
300 80 10,Gris télescope,"rgba(198,195,214,1)",#C6C3D6
300 80 15,Violet chardon,"rgba(201,194,221,1)",#C9C2DD
300 90 05,Gris platine,"rgba(228,227,233,1)",#E4E3E9
310 20 10,Jet,"rgba(53,45,58,1)",#352D3A
310 20 15,Gris granit,"rgba(55,44,65,1)",#372C41
310 20 20,Bleu violet,"rgba(56,43,70,1)",#382B46
310 20 25,Bleu violet,"rgba(58,40,76,1)",#3A284C
310 20 30,Violette russe,"rgba(55,34,82,1)",#372252
310 30 10,Gris graphite,"rgba(74,66,81,1)",#4A4251
310 30 15,Coulis de cassis,"rgba(78,68,89,1)",#4E4459
310 30 20,Violet anglais,"rgba(76,63,93,1)",#4C3F5D
310 30 25,Violet anglais,"rgba(81,62,100,1)",#513E64
310 30 30,Puce,"rgba(83,61,107,1)",#533D6B
310 30 35,Puce,"rgba(81,59,110,1)",#513B6E
310 30 40,Puce,"rgba(85,58,118,1)",#553A76
310 40 10,Gris ardoise,"rgba(100,91,107,1)",#645B6B
310 40 15,Gris ardoise,"rgba(103,91,114,1)",#675B72
310 40 20,Mûre nacré,"rgba(105,90,120,1)",#695A78
310 40 25,Mûre nacré,"rgba(106,87,127,1)",#6A577F
310 40 30,Ultra Violet,"rgba(106,83,131,1)",#6A5383
310 40 35,Ultra Violet,"rgba(108,83,137,1)",#6C5389
310 40 40,Ultra Violet,"rgba(111,83,144,1)",#6F5390
310 50 10,Gris platine,"rgba(125,116,133,1)",#7D7485
310 50 15,Gris fer,"rgba(126,115,139,1)",#7E738B
310 50 20,Violet nacré,"rgba(130,113,145,1)",#827191
310 50 25,Violet nacré,"rgba(132,112,152,1)",#847098
310 50 30,Violet nacré,"rgba(133,109,158,1)",#856D9E
310 50 35,Violet nacré,"rgba(132,107,163,1)",#846BA3
310 50 40,Violet nacré,"rgba(134,106,170,1)",#866AAA
310 60 10,Violet alouette,"rgba(149,140,158,1)",#958C9E
310 60 15,Gris dauphin,"rgba(153,139,165,1)",#998BA5
310 60 20,Quartz rose,"rgba(156,138,171,1)",#9C8AAB
310 60 25,Mauve,"rgba(158,136,177,1)",#9E88B1
310 60 30,Mauve,"rgba(159,134,183,1)",#9F86B7
310 60 35,Violette africaine,"rgba(161,131,192,1)",#A183C0
310 70 10,Gris lyre,"rgba(177,167,183,1)",#B1A7B7
310 70 15,Gris lyre,"rgba(180,166,191,1)",#B4A6BF
310 70 20,Lilas,"rgba(181,163,197,1)",#B5A3C5
310 70 25,Lilas,"rgba(183,162,204,1)",#B7A2CC
310 80 10,Gris télescope,"rgba(203,194,211,1)",#CBC2D3
310 80 15,Violet chardon,"rgba(207,193,218,1)",#CFC1DA
310 90 05,Gris platine,"rgba(231,227,231,1)",#E7E3E7
320 20 05,Jet,"rgba(53,47,54,1)",#352F36
320 20 10,Jet,"rgba(55,42,56,1)",#372A38
320 20 15,Jet,"rgba(56,40,61,1)",#38283D
320 20 20,Gris granit,"rgba(59,39,65,1)",#3B2741
320 20 25,Violette russe,"rgba(60,34,70,1)",#3C2246
320 30 05,Gris bleu,"rgba(73,67,74,1)",#49434A
320 30 10,Coulis de cassis,"rgba(77,64,79,1)",#4D404F
320 30 15,Coulis de cassis,"rgba(79,60,82,1)",#4F3C52
320 30 20,Violet anglais,"rgba(83,57,88,1)",#533958
320 30 25,Violet anglais,"rgba(87,56,94,1)",#57385E
320 30 30,Violet anglais,"rgba(88,53,99,1)",#583563
320 30 35,Violet anglais,"rgba(90,52,104,1)",#5A3468
320 30 37,Palatinat,"rgba(94,51,109,1)",#5E336D
320 40 05,Gris,"rgba(98,92,99,1)",#625C63
320 40 10,Gris,"rgba(101,88,103,1)",#655867
320 40 15,Gris ardoise,"rgba(105,87,109,1)",#69576D
320 40 20,Lilas bleu,"rgba(108,84,114,1)",#6C5472
320 40 25,Lilas bleu,"rgba(110,81,120,1)",#6E5178
320 40 30,Lilas bleu,"rgba(114,76,123,1)",#724C7B
320 40 35,Lilas bleu,"rgba(117,74,128,1)",#754A80
320 40 40,Prune,"rgba(120,72,136,1)",#784888
320 50 05,Élysée,"rgba(120,115,122,1)",#78737A
320 50 10,Gris platine,"rgba(125,112,129,1)",#7D7081
320 50 15,Gris platine,"rgba(128,110,133,1)",#806E85
320 50 20,Lilas français,"rgba(135,109,140,1)",#876D8C
320 50 25,Lilas français,"rgba(136,104,145,1)",#886891
320 50 30,Lilas français,"rgba(140,104,151,1)",#8C6897
320 50 35,Lilas français,"rgba(143,98,154,1)",#8F629A
320 50 40,Violet minéral,"rgba(146,100,162,1)",#9264A2
320 60 05,Violet alouette,"rgba(148,142,150,1)",#948E96
320 60 10,Violet alouette,"rgba(152,140,155,1)",#988C9B
320 60 15,Violet alouette,"rgba(156,137,161,1)",#9C89A1
320 60 20,Quartz rose,"rgba(160,133,166,1)",#A085A6
320 60 25,Quartz rose,"rgba(163,131,172,1)",#A383AC
320 60 30,Violette africaine,"rgba(167,128,178,1)",#A780B2
320 60 35,Violette africaine,"rgba(169,126,182,1)",#A97EB6
320 70 05,Gris acier,"rgba(174,168,176,1)",#AEA8B0
320 70 10,Gris lyre,"rgba(178,165,183,1)",#B2A5B7
320 70 15,Gris lyre,"rgba(181,162,188,1)",#B5A2BC
320 70 20,Lilas,"rgba(189,162,196,1)",#BDA2C4
320 70 25,Lilas,"rgba(192,157,200,1)",#C09DC8
320 80 05,Mauve d'antan,"rgba(203,196,203,1)",#CBC4CB
320 80 10,Mauve d'antan,"rgba(207,194,209,1)",#CFC2D1
320 80 15,Violet chardon,"rgba(211,190,213,1)",#D3BED5
320 90 05,Gris platine,"rgba(232,225,230,1)",#E8E1E6
330 20 10,Jet,"rgba(57,44,55,1)",#392C37
330 20 15,Jet,"rgba(61,43,60,1)",#3D2B3C
330 20 20,Marron puce,"rgba(64,36,61,1)",#40243D
330 20 25,Marron puce,"rgba(70,35,67,1)",#462343
330 30 10,Coulis de cassis,"rgba(82,68,79,1)",#52444F
330 30 15,Coulis de cassis,"rgba(85,62,81,1)",#553E51
330 30 20,Violet anglais,"rgba(90,60,85,1)",#5A3C55
330 30 25,Violette japonaise,"rgba(94,57,88,1)",#5E3958
330 30 30,Violette japonaise,"rgba(99,54,93,1)",#63365D
330 30 35,Palatinat,"rgba(103,51,98,1)",#673362
330 30 40,Palatinat,"rgba(104,45,99,1)",#682D63
330 40 10,Gris,"rgba(105,90,103,1)",#695A67
330 40 15,Bistre,"rgba(110,87,107,1)",#6E576B
330 40 20,Lilas bleu,"rgba(114,86,112,1)",#725670
330 40 25,Lilas bleu,"rgba(119,83,115,1)",#775373
330 40 30,Violet de sécurité,"rgba(127,79,120,1)",#7F4F78
330 40 35,Violet de sécurité,"rgba(131,77,124,1)",#834D7C
330 40 40,Prune,"rgba(131,71,125,1)",#83477D
330 40 45,Prune,"rgba(134,68,128,1)",#864480
330 50 10,Gris platine,"rgba(129,113,126,1)",#81717E
330 50 15,Gris platine,"rgba(136,112,132,1)",#887084
330 50 20,Violet chinois,"rgba(141,109,137,1)",#8D6D89
330 50 25,Lilas français,"rgba(145,107,140,1)",#916B8C
330 50 30,Rose Mountbatten,"rgba(150,105,147,1)",#966993
330 50 35,Rose Mountbatten,"rgba(154,101,150,1)",#9A6596
330 50 40,Violet de sécurité,"rgba(159,97,152,1)",#9F6198
330 60 10,Violet alouette,"rgba(156,140,154,1)",#9C8C9A
330 60 15,Gris espagnol,"rgba(162,138,159,1)",#A28A9F
330 60 20,Quartz rose,"rgba(168,135,164,1)",#A887A4
330 60 25,Quartz rose,"rgba(170,131,164,1)",#AA83A4
330 60 30,Violette africaine,"rgba(176,129,170,1)",#B081AA
330 60 35,Violette africaine,"rgba(182,125,175,1)",#B67DAF
330 60 40,Violette africaine,"rgba(186,122,179,1)",#BA7AB3
330 70 10,Gris tourterelle,"rgba(184,166,181,1)",#B8A6B5
330 70 15,Rose camélia,"rgba(188,163,184,1)",#BCA3B8
330 70 20,Rose camélia,"rgba(193,161,189,1)",#C1A1BD
330 70 25,Lilas,"rgba(202,158,194,1)",#CA9EC2
330 70 30,Lilas,"rgba(205,155,196,1)",#CD9BC4
330 80 10,Rose lilas,"rgba(211,194,207,1)",#D3C2CF
330 80 15,Violet chardon,"rgba(216,191,212,1)",#D8BFD4
330 80 20,Violet chardon,"rgba(225,188,216,1)",#E1BCD8
330 90 05,Mauve poudré,"rgba(235,226,229,1)",#EBE2E5
340 20 05,Gris anthracite,"rgba(53,45,50,1)",#352D32
340 20 10,Gris terre d'ombre,"rgba(58,39,50,1)",#3A2732
340 20 15,Rouge noir,"rgba(60,34,51,1)",#3C2233
340 20 20,Marron puce,"rgba(68,34,56,1)",#442238
340 20 25,Violet pourpre,"rgba(76,33,61,1)",#4C213D
340 30 05,Gris bleu,"rgba(75,66,71,1)",#4B4247
340 30 10,Coulis de cassis,"rgba(81,62,73,1)",#513E49
340 30 15,Violette japonaise,"rgba(87,59,76,1)",#573B4C
340 30 20,Violette japonaise,"rgba(92,56,78,1)",#5C384E
340 30 25,Violette japonaise,"rgba(99,54,84,1)",#633654
340 30 30,Violette japonaise,"rgba(101,48,84,1)",#653054
340 30 35,Palatinat,"rgba(105,43,87,1)",#692B57
340 30 38,Palatinat,"rgba(110,39,89,1)",#6E2759
340 40 05,Gris,"rgba(98,89,95,1)",#62595F
340 40 10,Bistre,"rgba(106,86,98,1)",#6A5662
340 40 15,Bistre,"rgba(112,83,100,1)",#705364
340 40 20,Bistre,"rgba(118,80,103,1)",#765067
340 40 25,Violet d'évêque,"rgba(123,77,107,1)",#7B4D6B
340 40 30,Violet d'évêque,"rgba(128,73,110,1)",#80496E
340 40 35,Violet d'évêque,"rgba(131,67,112,1)",#834370
340 40 40,Prune,"rgba(136,62,114,1)",#883E72
340 40 45,Pourpre signalisation,"rgba(145,57,119,1)",#913977
340 50 05,Gris platine,"rgba(124,115,121,1)",#7C7379
340 50 10,Gris platine,"rgba(133,112,124,1)",#85707C
340 50 15,Gris platine,"rgba(139,108,126,1)",#8B6C7E
340 50 20,Violet chinois,"rgba(145,105,129,1)",#916981
340 50 25,Violet chinois,"rgba(150,102,132,1)",#966684
340 50 30,Violet de sécurité,"rgba(155,98,135,1)",#9B6287
340 50 35,Violet de sécurité,"rgba(160,93,139,1)",#A05D8B
340 50 40,Parme,"rgba(167,89,141,1)",#A7598D
340 50 45,Parme,"rgba(173,84,143,1)",#AD548F
340 60 05,Violet alouette,"rgba(152,142,148,1)",#988E94
340 60 10,Violet alouette,"rgba(158,137,150,1)",#9E8996
340 60 15,Violet pastel,"rgba(167,135,154,1)",#A7879A
340 60 20,Violet pastel,"rgba(172,131,156,1)",#AC839C
340 60 25,Violet pastel,"rgba(176,127,158,1)",#B07F9E
340 60 30,Violet nacré,"rgba(182,124,162,1)",#B67CA2
340 60 35,Violet nacré,"rgba(189,121,165,1)",#BD79A5
340 60 40,Magenta céleste,"rgba(196,115,169,1)",#C473A9
340 70 05,Gris acier,"rgba(177,167,173,1)",#B1A7AD
340 70 10,Gris tourterelle,"rgba(185,164,176,1)",#B9A4B0
340 70 15,Rose camélia,"rgba(194,161,181,1)",#C2A1B5
340 70 20,Rose camélia,"rgba(200,158,183,1)",#C89EB7
340 70 25,Rose camélia,"rgba(202,153,183,1)",#CA99B7
340 70 30,Rose,"rgba(212,150,189,1)",#D496BD
340 70 35,Rose,"rgba(218,147,193,1)",#DA93C1
340 80 05,Mauve d'antan,"rgba(207,196,199,1)",#CFC4C7
340 80 10,Rose lilas,"rgba(215,194,206,1)",#D7C2CE
340 80 15,Rose dauphin,"rgba(223,189,208,1)",#DFBDD0
340 80 20,Rose dauphin,"rgba(230,186,210,1)",#E6BAD2
340 90 05,Framboise,"rgba(235,224,228,1)",#EBE0E4
340 92 05,Mauve poudré,"rgba(240,228,232,1)",#F0E4E8
350 20 10,Gris terre d'ombre,"rgba(59,41,50,1)",#3B2932
350 20 15,Marron puce,"rgba(65,37,51,1)",#412533
350 20 20,Violet pourpre,"rgba(72,32,52,1)",#482034
350 20 25,Violet pourpre,"rgba(75,28,53,1)",#4B1C35
350 20 30,Violet pourpre,"rgba(83,25,56,1)",#531938
350 30 10,Coulis de cassis,"rgba(82,62,71,1)",#523E47
350 30 15,Violette japonaise,"rgba(90,61,74,1)",#5A3D4A
350 30 20,Violette japonaise,"rgba(97,57,75,1)",#61394B
350 30 25,Violette japonaise,"rgba(103,51,76,1)",#67334C
350 30 30,Lilas rouge,"rgba(110,49,79,1)",#6E314F
350 30 35,Violet de Bayeux,"rgba(111,44,79,1)",#6F2C4F
350 30 40,Pensée pourpre,"rgba(117,38,83,1)",#752653
350 40 10,Bistre,"rgba(110,88,97,1)",#6E5861
350 40 15,Bistre,"rgba(115,83,98,1)",#735362
350 40 20,Bistre,"rgba(122,80,99,1)",#7A5063
350 40 25,Bistre,"rgba(127,76,100,1)",#7F4C64
350 40 30,Quinacridone magenta,"rgba(135,71,102,1)",#874766
350 40 35,Quinacridone magenta,"rgba(140,66,104,1)",#8C4268
350 40 40,Coulis de framboise,"rgba(145,63,106,1)",#913F6A
350 40 45,Pourpre signalisation,"rgba(149,57,106,1)",#95396A
350 40 50,Pourpre signalisation,"rgba(156,50,107,1)",#9C326B
350 50 10,Gris platine,"rgba(133,111,121,1)",#856F79
350 50 15,Gris platine,"rgba(141,108,122,1)",#8D6C7A
350 50 20,Rose Saint Paulia,"rgba(149,104,125,1)",#95687D
350 50 25,Rose Saint Paulia,"rgba(156,101,126,1)",#9C657E
350 50 30,Rose Saint Paulia,"rgba(161,99,129,1)",#A16381
350 50 35,Rose Saint Paulia,"rgba(170,92,129,1)",#AA5C81
350 50 40,Rose Saint Paulia,"rgba(177,88,130,1)",#B15882
350 50 45,Mûre,"rgba(177,83,132,1)",#B15384
350 50 50,Mûre,"rgba(189,78,132,1)",#BD4E84
350 60 10,Violet alouette,"rgba(160,137,148,1)",#A08994
350 60 15,Violet pastel,"rgba(167,133,148,1)",#A78594
350 60 20,Violet pastel,"rgba(177,131,152,1)",#B18398
350 60 25,Brun rosé,"rgba(184,127,151,1)",#B87F97
350 60 30,Puce,"rgba(192,123,154,1)",#C07B9A
350 60 35,Rose balais,"rgba(197,118,155,1)",#C5769B
350 60 40,Super rose,"rgba(205,115,157,1)",#CD739D
350 60 45,Super rose,"rgba(208,111,160,1)",#D06FA0
350 70 10,Gris tourterelle,"rgba(188,165,173,1)",#BCA5AD
350 70 15,Rose camélia,"rgba(196,161,175,1)",#C4A1AF
350 70 20,Rose camélia,"rgba(201,155,176,1)",#C99BB0
350 70 25,Rose,"rgba(212,154,179,1)",#D49AB3
350 70 30,Rose,"rgba(221,149,180,1)",#DD95B4
350 70 35,Rose,"rgba(226,146,182,1)",#E292B6
350 80 10,Rose lilas,"rgba(216,191,200,1)",#D8BFC8
350 80 15,Rose lilas,"rgba(223,188,201,1)",#DFBCC9
350 80 20,Camée rose,"rgba(232,185,205,1)",#E8B9CD
350 90 05,Framboise,"rgba(237,224,225,1)",#EDE0E1
360 20 05,Gris terre d'ombre,"rgba(53,42,45,1)",#352A2D
360 20 10,Marron puce,"rgba(60,40,45,1)",#3C282D
360 20 15,Rouge noir,"rgba(67,35,44,1)",#43232C
360 30 05,Gris bleu,"rgba(77,66,68,1)",#4D4244
360 30 10,Marron puce,"rgba(83,61,68,1)",#533D44
360 30 15,Marron puce,"rgba(90,56,68,1)",#5A3844
360 30 20,Marron brun,"rgba(98,55,69,1)",#623745
360 30 25,Violet de Bayeux,"rgba(102,49,69,1)",#663145
360 30 30,Violet de Bayeux,"rgba(108,44,69,1)",#6C2C45
360 30 35,Violet de Bayeux,"rgba(117,39,69,1)",#752745
360 30 40,Pensée pourpre,"rgba(121,36,69,1)",#792445
360 40 05,Truffe,"rgba(101,90,92,1)",#655A5C
360 40 10,Bistre,"rgba(107,86,94,1)",#6B565E
360 40 15,Bistre,"rgba(115,82,92,1)",#73525C
360 40 20,Bistre,"rgba(123,79,93,1)",#7B4F5D
360 40 25,Bistre,"rgba(129,74,92,1)",#814A5C
360 40 30,Quinacridone magenta,"rgba(136,69,94,1)",#88455E
360 40 35,Quinacridone magenta,"rgba(143,65,95,1)",#8F415F
360 40 40,Quinacridone magenta,"rgba(150,59,96,1)",#963B60
360 40 45,Quinacridone magenta,"rgba(155,54,94,1)",#9B365E
360 40 50,Marron,"rgba(161,45,93,1)",#A12D5D
360 50 05,Gris platine,"rgba(128,115,117,1)",#807375
360 50 10,Gris platine,"rgba(133,111,118,1)",#856F76
360 50 15,Gris platine,"rgba(142,107,118,1)",#8E6B76
360 50 20,Pourpre,"rgba(148,104,119,1)",#946877
360 50 25,Pourpre,"rgba(157,99,117,1)",#9D6375
360 50 30,Rose Saint Paulia,"rgba(165,96,120,1)",#A56078
360 50 35,Rose Saint Paulia,"rgba(173,91,120,1)",#AD5B78
360 50 40,Rose sarrasin,"rgba(180,88,119,1)",#B45877
360 50 45,Rose sarrasin,"rgba(188,83,120,1)",#BC5378
360 50 50,Rose sarrasin,"rgba(192,76,119,1)",#C04C77
360 60 05,Violet alouette,"rgba(153,142,145,1)",#998E91
360 60 10,Violet alouette,"rgba(160,137,144,1)",#A08990
360 60 15,Violet pastel,"rgba(169,134,145,1)",#A98691
360 60 20,Violet pastel,"rgba(178,131,146,1)",#B28392
360 60 25,Brun rosé,"rgba(184,126,145,1)",#B87E91
360 70 05,Gris tourterelle,"rgba(181,169,172,1)",#B5A9AC
360 70 10,Gris tourterelle,"rgba(188,163,170,1)",#BCA3AA
360 70 15,Rose camélia,"rgba(198,160,171,1)",#C6A0AB
360 80 05,Mauve d'antan,"rgba(209,196,198,1)",#D1C4C6
360 80 10,Rose lilas,"rgba(217,191,197,1)",#D9BFC5
360 90 05,Framboise,"rgba(241,225,224,1)",#F1E1E0
360 92 05,Ambre,"rgba(240,228,229,1)",#F0E4E5
